,name,state,price in €,rooms,size
1181,Apartment Amstel 192 A,1017 AG Amsterdam (Nieuwmarkt/Lastage),"2,350 per month",3 rooms,105 m²
1182,Apartment Keizersgracht 337 H,1016 EG Amsterdam (Grachtengordel-West),"2,900 per month",4 rooms,130 m²
1183,Apartment Amstelveld 3,1017 JD Amsterdam (Grachtengordel-Zuid),"3,250 per month",3 rooms,130 m²
1184,Apartment Wiborgeiland 135,1014 ZC Amsterdam (Houthavens),"2,500 per month",4 rooms,100 m²
1185,Apartment Jacob van Lennepstraat 230 A,1053 KB Amsterdam (Van Lennepbuurt),"2,750 per month",5 rooms,117 m²
1186,Apartment Jollenpad 10 B,1081 KC Amsterdam (Buitenveldert-West),"3,495 per month",3 rooms,95 m²
1187,Apartment Heathrowstraat,1043 CE Amsterdam (Bedrijventerrein Sloterdijk),800 per month,1 room,25 m²
1188,Apartment IJdok,1013 MM Amsterdam (Haarlemmerbuurt),"2,550 per month",2 rooms,55 m²
1189,Apartment Amstelveenseweg,1075 XL Amsterdam (Schinkelbuurt),"2,150 per month",3 rooms,70 m²
1190,Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"2,150 per month",4 rooms,105 m²
1191,Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"1,850 per month",3 rooms,90 m²
1192,Apartment Driehoekstraat 76,1015 GL Amsterdam (Jordaan),"1,700 per month",2 rooms,76 m²
1193,Apartment Woestduinstraat 37 III,1058 TA Amsterdam (Hoofddorppleinbuurt),"1,875 per month",3 rooms,60 m²
1194,Apartment Woestduinstraat 37 II,1058 TA Amsterdam (Hoofddorppleinbuurt),"1,750 per month",3 rooms,56 m²
1195,Apartment Tweede Helmersstraat 19 1,1054 CB Amsterdam (Helmersbuurt),"2,200 per month",3 rooms,85 m²
1196,Apartment Overtoom,1054 HT Amsterdam (Vondelbuurt),"1,650 per month",3 rooms,61 m²
1197,Apartment Keizersgracht 141 C,1015 CK Amsterdam (Grachtengordel-West),"2,500 per month",4 rooms,115 m²
1198,Apartment Nieuwe Nieuwstraat 18 A,1012 NH Amsterdam (Burgwallen-Nieuwe Zijde),"1,900 per month",2 rooms,72 m²
1199,Apartment Dusartstraat 13 C,1072 HM Amsterdam (Nieuwe Pijp),"1,750 per month",3 rooms,100 m²
1200,Apartment Rustenburgerstraat,1072 HA Amsterdam (Nieuwe Pijp),"2,100 per month",3 rooms,63 m²
1201,Apartment Van Eeghenlaan 14,1071 EM Amsterdam (Museumkwartier),"4,750 per month",5 rooms,143 m²
1202,Apartment Haarlemmermeerstraat,1058 KJ Amsterdam (Hoofddorppleinbuurt),"1,600 per month",2 rooms,55 m²
1203,Apartment Waalstraat 69 3,1079 DP Amsterdam (Scheldebuurt),"1,725 per month",3 rooms,53 m²
1204,Apartment Spaarndammerstraat 55 2,1013 TA Amsterdam (Spaarndammer- en Zeeheldenbuurt),"1,850 per month",4 rooms,59 m²
1205,Apartment Eerste Helmersstraat 295 I,1054 EB Amsterdam (Overtoomse Sluis),"1,900 per month",3 rooms,73 m²
1206,Apartment Nassaukade 98 I,1052 CX Amsterdam (Frederik Hendrikbuurt),"1,900 per month",3 rooms,75 m²
1207,Apartment Eerste Van Swindenstraat 373 F,1093 GB Amsterdam (Dapperbuurt),"1,350 per month",2 rooms,40 m²
1208,Apartment Laurierstraat 189 I,1016 PL Amsterdam (Jordaan),"1,500 per month",2 rooms,50 m²
1209,Apartment Geldersekade 27 A,1011 EJ Amsterdam (Nieuwmarkt/Lastage),"1,550 per month",2 rooms,50 m²
1210,Apartment Pijnackerstraat 22,1072 JT Amsterdam (Nieuwe Pijp),"1,700 per month",2 rooms,53 m²
1211,Apartment Eemsstraat 53 hs,1079 TE Amsterdam (Rijnbuurt),"1,750 per month",2 rooms,70 m²
1212,Apartment Westerstraat 141 III,1015 LZ Amsterdam (Jordaan),"3,250 per month",3 rooms,107 m²
1213,Apartment Wilhelminastraat 11 I,1054 VT Amsterdam (Helmersbuurt),"1,700 per month",2 rooms,50 m²
1214,Apartment Blasiusstraat 110 4,1091 CX Amsterdam (Oosterparkbuurt),"1,500 per month",2 rooms,42 m²
1215,Apartment Burmanstraat 24 1,1091 SK Amsterdam (Weesperzijde),"1,700 per month",4 rooms,55 m²
1216,Apartment Anjeliersstraat,1015 ND Amsterdam (Jordaan),"1,500 per month",2 rooms,41 m²
1217,Apartment Jacob van Lennepstraat 230 A,1053 KB Amsterdam (Van Lennepbuurt),"2,750 per month",5 rooms,117 m²
1218,Apartment Korte Prinsengracht,1013 GN Amsterdam (Haarlemmerbuurt),"2,150 per month",3 rooms,100 m²
1219,Apartment Nieuwendijk 96 1,1012 MR Amsterdam (Burgwallen-Nieuwe Zijde),"1,600 per month",2 rooms,65 m²
1220,Apartment Balistraat 119 C,1094 JH Amsterdam (Indische Buurt West),"1,450 per month",2 rooms,38 m²
1221,Apartment KNSM-laan 509 19,1019 LG Amsterdam (Oostelijk Havengebied),"2,000 per month",3 rooms,86 m²
1222,Apartment Tuinstraat 12 H,1015 PE Amsterdam (Jordaan),"1,750 per month",2 rooms,55 m²
1223,Apartment Luzacstraat 9 2,1051 JB Amsterdam (Staatsliedenbuurt),"1,600 per month",3 rooms,50 m²
1224,Apartment Wilhelminastraat 52 II,1054 WK Amsterdam (Helmersbuurt),"1,800 per month",2 rooms,52 m²
1225,Apartment Nieuwe Kerkstraat 48 B,1018 EC Amsterdam (Weesperbuurt/Plantage),"1,600 per month",2 rooms,50 m²
1226,Apartment Hageland 116 4,1066 SB Amsterdam (Sloter-/Riekerpolder),"1,496 per month",3 rooms,75 m²
1227,Apartment Max Planckstraat 23 3,1098 TS Amsterdam (Middenmeer),"1,400 per month",3 rooms,73 m²
1228,Apartment Esplanade de Meer,1098 WK Amsterdam (Middenmeer),"1,700 per month",3 rooms,84 m²
1229,Apartment Haarlemmerstraat 3 B,1013 EH Amsterdam (Haarlemmerbuurt),"1,750 per month",2 rooms,52 m²
1230,Apartment Anjeliersstraat 82 C,1015 NJ Amsterdam (Jordaan),"1,895 per month",2 rooms,58 m²
1231,Apartment Albert Cuypstraat 61 3,1072 CM Amsterdam (Oude Pijp),"1,750 per month",2 rooms,50 m²
1232,Apartment Fazantenweg 65,1021 HL Amsterdam (IJplein/Vogelbuurt),"1,495 per month",3 rooms,71 m²
1233,Apartment Boomstraat,1015 LB Amsterdam (Jordaan),"1,750 per month",2 rooms,52 m²
1234,Apartment Achillesstraat 86 4,1076 RH Amsterdam (Stadionbuurt),"2,250 per month",4 rooms,80 m²
1235,Apartment Woestduinstraat 146 1,1059 TA Amsterdam (Hoofddorppleinbuurt),"1,550 per month",3 rooms,50 m²
1236,Apartment Heemstedestraat 46 3,1058 NN Amsterdam (Hoofddorppleinbuurt),"1,700 per month",3 rooms,60 m²
1237,Apartment Willemsstraat 169 I,1015 JC Amsterdam (Jordaan),"1,250 per month",2 rooms,45 m²
1238,Apartment Van Hilligaertstraat 216,1072 PM Amsterdam (Nieuwe Pijp),"1,700 per month",2 rooms,60 m²
1239,Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"1,495 per month",3 rooms,100 m²
1240,Apartment Postjesweg 136,1061 AX Amsterdam (Overtoomse Veld),"1,450 per month",2 rooms,52 m²
1241,Apartment Waldenlaan 59,1093 NH Amsterdam (Dapperbuurt),"1,950 per month",3 rooms,96 m²
1242,Apartment ms. van Riemsdijkweg 244 PP,1033 RD Amsterdam (Noordelijke IJ-oevers West),"1,900 per month",2 rooms,55 m²
1243,Apartment Kwakersstraat,1053 WD Amsterdam (Kinkerbuurt),"1,650 per month",3 rooms,63 m²
1244,Apartment Afroditekade 148,1076 DZ Amsterdam (Stadionbuurt),"2,000 per month",2 rooms,109 m²
1245,Apartment Eerste Schinkelstraat 19 B,1075 TV Amsterdam (Schinkelbuurt),"2,850 per month",5 rooms,105 m²
1246,Apartment Cornelis Dirkszstraat 11 D17,1056 TM Amsterdam (Geuzenbuurt),"2,000 per month",3 rooms,90 m²
1247,Apartment Reguliersdwarsstraat,1017 BK Amsterdam (Grachtengordel-Zuid),"2,350 per month",3 rooms,90 m²
1248,Apartment Amstelveenseweg 318 1,1076 CS Amsterdam (Stadionbuurt),"1,750 per month",3 rooms,70 m²
1249,Apartment Wiborgeiland 135,1014 ZC Amsterdam (Houthavens),"2,500 per month",4 rooms,100 m²
1250,Apartment Pieter Langendijkstraat 62 3,1054 ZC Amsterdam (Overtoomse Sluis),"1,825 per month",3 rooms,70 m²
1251,Apartment Badhuiskade 213,1031 KV Amsterdam (Noordelijke IJ-oevers West),"2,100 per month",3 rooms,81 m²
1252,Apartment Geleenstraat 22 I,1078 LE Amsterdam (Scheldebuurt),"1,650 per month",4 rooms,77 m²
1253,Apartment Frans van Mierisstraat 50 1,1071 RV Amsterdam (Museumkwartier),"2,100 per month",3 rooms,70 m²
1254,Apartment Eef Kamerbeekstraat 344,1095 MP Amsterdam (Zeeburgereiland/Nieuwe Diep),"2,250 per month",4 rooms,127 m²
1255,Apartment Brouwersgracht 171 4,1015 GH Amsterdam (Jordaan),"1,900 per month",2 rooms,75 m²
1256,Apartment Cliostraat 6 4,1077 KG Amsterdam (Apollobuurt),"1,611 per month",2 rooms,65 m²
1257,Apartment Jacob van Lennepstraat 312 E,1053 KE Amsterdam (Van Lennepbuurt),"1,850 per month",3 rooms,72 m²
1258,Apartment Eerste Helmersstraat 174 3,1054 EK Amsterdam (Helmersbuurt),"2,750 per month",3 rooms,110 m²
1259,Apartment IJdoornlaan 1493 E,1034 BM Amsterdam (Banne Buiksloot),"1,650 per month",3 rooms,64 m²
1260,Apartment Herculesstraat,1076 SP Amsterdam (Stadionbuurt),"1,850 per month",3 rooms,57 m²
1261,Apartment Slaakstraat 2 2,1078 BD Amsterdam (Scheldebuurt),"2,450 per month",3 rooms,100 m²
1262,Apartment Keizersgracht,1015 CX Amsterdam (Grachtengordel-West),"3,250 per month",3 rooms,110 m²
1263,Apartment Magalhaensstraat 6 III,1057 RV Amsterdam (Hoofdweg e.o.),"1,650 per month",3 rooms,54 m²
1264,Apartment Plantage Doklaan 31,1018 CM Amsterdam (Weesperbuurt/Plantage),"1,900 per month",3 rooms,85 m²
1265,House Langestraat 4,1015 AL Amsterdam (Grachtengordel-West),"1,950 per month",3 rooms,63 m²
1266,Apartment Vrolikstraat 290 2,1092 VA Amsterdam (Oosterparkbuurt),"1,750 per month",3 rooms,54 m²
1267,Apartment Gerard Doustraat,1072 VK Amsterdam (Oude Pijp),"2,300 per month",3 rooms,100 m²
1268,Apartment Loenermark 118,1025 SL Amsterdam (Buikslotermeer),"1,750 per month",3 rooms,80 m²
1269,Apartment Herenstraat 5 2,1015 BX Amsterdam (Grachtengordel-West),"1,750 per month",3 rooms,85 m²
1270,Apartment Nassaukade 155 3,1053 LK Amsterdam (Da Costabuurt),"2,950 per month",4 rooms,140 m²
1271,Apartment Oeverpad,1068 PM Amsterdam (Osdorp-Oost),"1,700 per month",3 rooms,120 m²
1272,Apartment Maassluisstraat,1062 GE Amsterdam (Westlandgracht),"1,650 per month",3 rooms,83 m²
1273,Apartment Coppelstockstraat,1056 XL Amsterdam (Landlust),"1,850 per month",2 rooms,60 m²
1274,Apartment Badhuiskade 45,1031 KV Amsterdam (Noordelijke IJ-oevers West),"3,000 per month",3 rooms,132 m²
1275,Apartment Van Rensselaerstraat,1058 XR Amsterdam (Westindische Buurt),"1,500 per month",2 rooms,50 m²
1276,Apartment Valkenburgerstraat 136 F,1011 NA Amsterdam (Nieuwmarkt/Lastage),"2,165 per month",3 rooms,95 m²
1277,Apartment Javastraat,1094 HA Amsterdam (Indische Buurt West),"2,000 per month",3 rooms,67 m²
1278,Apartment Weteringstraat 84,1017 SP Amsterdam (De Weteringschans),"3,000 per month",3 rooms,140 m²
1279,Apartment Albert Molhof 55,1031 JK Amsterdam (Noordelijke IJ-oevers West),"1,565 per month",3 rooms,80 m²
1280,Apartment Amstelveenseweg 318 1,1076 CS Amsterdam (Stadionbuurt),"1,750 per month",3 rooms,70 m²
1281,Apartment Jacob van Lennepstraat 230 A,1053 KB Amsterdam (Van Lennepbuurt),"2,750 per month",5 rooms,117 m²
1282,Apartment Spui 22 II,1012 XA Amsterdam (Burgwallen-Nieuwe Zijde),"1,900 per month",2 rooms,110 m²
1283,Apartment Pieter Aertszstraat,1073 SL Amsterdam (Nieuwe Pijp),"2,495 per month",4 rooms,110 m²
1284,Apartment Peelstraat 72,1079 RN Amsterdam (Scheldebuurt),"1,150 per month",1 room,60 m²
1285,House Vijverhoef 67,1081 AW Amsterdam (Buitenveldert-West),"3,950 per month",5 rooms,190 m²
1286,Apartment Tweede Helmersstraat,1054 CK Amsterdam (Helmersbuurt),"4,000 per month",5 rooms,127 m²
1287,House Da Costakade,1053 WZ Amsterdam (Van Lennepbuurt),Price on request,4 rooms,90 m²
1288,Apartment Herengracht 37 D,1015 BB Amsterdam (Grachtengordel-West),"1,950 per month",4 rooms,82 m²
1289,House Schaarbeekstraat 39,1066 JW Amsterdam (Sloter-/Riekerpolder),"2,250 per month",4 rooms,160 m²
1290,Apartment Polsbroekstraat 24,1106 BA Amsterdam (Holendrecht/Reigersbos),"1,650 per month",4 rooms,83 m²
1291,Apartment Tintorettostraat 25 H,1077 RP Amsterdam (Apollobuurt),"5,500 per month",4 rooms,131 m²
1292,Apartment Bilderdijkstraat 97 3,1053 KM Amsterdam (Da Costabuurt),"3,250 per month",5 rooms,140 m²
1293,Apartment Emmy Andriessestraat,1087 NE Amsterdam (IJburg Zuid),"3,219 per month",4 rooms,185 m²
1294,Apartment Gustav Mahlerplein 217,1082 MS Amsterdam (Zuidas),"2,600 per month",3 rooms,112 m²
1295,Apartment Eerste Boerhaavestraat 22 H,1091 SC Amsterdam (Weesperzijde),"2,250 per month",3 rooms,110 m²
1296,Apartment Waalstraat 27 I,1078 BR Amsterdam (Scheldebuurt),"2,350 per month",4 rooms,77 m²
1297,Apartment Lia Doranastraat 17,1031 HK Amsterdam (Noordelijke IJ-oevers West),"1,575 per month",3 rooms,86 m²
1298,Apartment Leliegracht 12 1,1015 DE Amsterdam (Grachtengordel-West),"2,250 per month",2 rooms,95 m²
1299,Apartment Leliegracht 12 II,1015 DE Amsterdam (Grachtengordel-West),"3,400 per month",3 rooms,160 m²
1300,Apartment Nieuwezijds Voorburgwal 347 II,1012 RM Amsterdam (Burgwallen-Nieuwe Zijde),"2,600 per month",4 rooms,105 m²
